First Name,Last Name,Jersey,Position,Games Played,Points,Total Goals,1pt Goals,2pt Goals,Scoring Points,Assists,Shots,Shot Pct,Shots On Goal,SOG Pct,2pt Shots,2pt Shot Pct,2pt Shots On Goal,Groundballs,Turnovers,Caused Turnovers,Faceoffs,Faceoff Wins,Faceoff Losses,Faceoff Pct,Saves,Save Pct,Scores Against,Scores Against Average,2pt Goals Against,2pt GAA,Time On Field,Total Penalties,Penalty Minutes,Power Play Goals,Power Play Shots,Short Handed Goals,Short Handed Shots,Short Handed Goals Against,Power Play Goals Against
Jackson,Reid,29,A,4,4,4,4,0,4,0,12,0.3333333333333333,5,0.4166666666666667,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jon,Robbins,41,LSM,9,1,1,1,0,1,0,2,0.5,1,0.5,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Ryan,Aughavin,42,M,2,2,1,0,1,2,0,4,0.25,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Colin,Hinton,2,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Frankie,Labetti,12,FO,2,1,1,1,0,1,0,3,0.3333333333333333,1,0.3333333333333333,0,0,0,9,1,1,51,19,32,0.37254901960784315,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Connor,DeSimone,3,A,5,12,7,7,0,7,5,12,0.5833333333333334,10,0.8333333333333334,1,0,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
John,Piatelli,20,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Merle,91,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Rahill,7,D,5,0,0,0,0,0,0,1,0,1,1,1,0,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Colin,Kirst,5,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0.5,11,10.81967213114754,2,1.9672131147541,2928,0,0,0,0,0,0,,0
Gibson,Smith IV,,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Max,Wayne,33,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Cole,Williams,14,M,4,7,5,5,0,5,2,12,0.4166666666666667,9,0.75,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Challen,Rogers,23,M,7,12,9,9,0,9,3,15,0.6,10,0.6666666666666666,0,0,0,9,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
Charlie,Kitchen,11,A,1,1,1,1,0,1,0,3,0.3333333333333333,2,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alexander,Smith,39,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jake,Higgins,41,SSDM,9,1,0,0,0,0,1,1,0,0,0,0,0,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Tyler,Warner,5,SSDM,9,1,1,1,0,1,0,1,1,1,1,0,0,0,19,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryan,McIntosh,41,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Owen,McElroy,24,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryan,Cole,55,M,8,13,6,6,0,6,7,25,0.24,14,0.56,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,,0
Matthew,Hossack,94,LSM,2,0,0,0,0,0,0,1,0,1,1,1,0,1,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Tyrell,Hamer-Jackson,,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brendan,Curry,16,M,3,1,1,1,0,1,0,12,0.08333333333333333,7,0.5833333333333334,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mike,Messenger,0,SSDM,10,6,6,6,0,6,0,10,0.6,7,0.7,1,0,0,13,6,7,19,4,15,0.21052631578947367,0,0,0,0,0,0,0,5,5,0,0,0,0,,0
Thomas,Kelly,24,FO,5,1,1,1,0,1,0,1,1,1,1,0,0,0,23,3,0,115,52,63,0.45217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Pat,Aslanian,88,SSDM,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Alex,Woodall,9,FO,4,1,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,50,23,27,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Matt,Moore,11,M,10,20,15,15,0,15,5,43,0.3488372093023256,32,0.7441860465116279,3,0,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,0
Koby,Smith,0,LSM,10,5,3,1,2,5,0,5,0.6,4,0.8,3,0.6666666666666666,3,11,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Brett,Kennedy,11,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Roman,Puglise,,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zach,Geddes,13,SSDM,6,0,0,0,0,0,0,2,0,2,1,1,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Will,Jones,14,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jack,Hannah,3,M,10,14,11,11,0,11,3,65,0.16923076923076924,41,0.6307692307692307,3,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,,0
Wheaton,Jackoboice,15,M,6,1,1,1,0,1,0,11,0.09090909090909091,2,0.18181818181818182,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jonathan,Donville,33,M,6,9,8,8,0,8,1,24,0.3333333333333333,18,0.75,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0
Ryan,McNulty,55,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Justin,Inacio,30,FO,8,2,2,2,0,2,0,6,0.3333333333333333,3,0.5,0,0,0,33,0,0,183,77,105,0.4207650273224044,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Nakeie,Montgomery,1,M,10,9,6,5,1,7,2,23,0.2608695652173913,15,0.6521739130434783,5,0.2,4,6,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Keegan,Khan,76,M,7,9,6,6,0,6,3,18,0.3333333333333333,9,0.5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Clarke,Petterson,45,A,1,2,1,1,0,1,1,3,0.3333333333333333,1,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Logan,Wisnauskas,12,A,9,35,24,24,0,24,11,62,0.3870967741935484,40,0.6451612903225806,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,,0
Chris,Gray,24,A,10,34,17,16,1,18,16,60,0.2833333333333333,36,0.6,4,0.25,1,7,18,1,0,0,0,0,0,0,0,0,0,0,0,3,2.5,1,3,0,0,,0
Arden,Cohen,40,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Brendan,Nichtern,20,A,10,38,16,16,0,16,22,57,0.2807017543859649,38,0.6666666666666666,1,0,0,11,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Asher,Nolting,0,A,10,23,14,14,0,14,9,49,0.2857142857142857,38,0.7755102040816326,0,0,0,13,31,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Bubba,Fairman,2,SSDM,9,5,4,4,0,4,1,12,0.3333333333333333,9,0.75,1,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Brett,Dobson,45,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0.518518518518518,13,12.999999999999998,0,0,2880,0,0,0,0,0,0,,1
Kevin,Crowley,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Joe,Resetarits,,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Joe,Post,,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Hallenbeck,24,SSDM,4,0,0,0,0,0,0,2,0,2,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Ryan,Kennedy,35,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Anthony,DeMaio,12,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Zac,Tucci,8,FO,4,1,0,0,0,0,1,5,0,2,0.4,1,0,0,19,1,0,109,47,60,0.43119266055045874,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bailey,Savio,28,FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Brennan,Kamish,77,SSDM,5,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jakob,Phaup,37,FO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,29,11,18,0.3793103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Joe,Robertson,8,A,4,2,1,1,0,1,1,9,0.1111111111111111,6,0.6666666666666666,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Finn,Sullivan,36,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Kieran,McArdle,6,A,10,42,19,19,0,19,23,62,0.3064516129032258,43,0.6935483870967742,2,0,2,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0
Chris,Sabia,16,LSM,9,3,0,0,0,0,3,2,0,2,1,0,0,0,11,1,7,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Zed,Williams,36,A,7,19,13,13,0,13,6,48,0.2708333333333333,29,0.6041666666666666,1,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,3,0,0,,0
Colin,Squires,39,LSM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,5,11,1,10,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chris,Aslanian,30,M,5,9,4,4,0,4,5,20,0.2,12,0.6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,0
Jack,Near,2,SSDM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Rob,Pannell,3,A,10,38,16,16,0,16,22,49,0.32653061224489793,28,0.5714285714285714,2,0,1,12,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0
Sergio,Perkovic,16,M,9,11,8,6,2,10,1,43,0.18604651162790697,24,0.5581395348837209,12,0.16666666666666666,6,7,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,6,0,0,,0
Isaiah,Davis-Allen,26,SSDM,10,0,0,0,0,0,0,1,0,1,1,0,0,0,7,4,0,9,1,8,0.1111111111111111,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Patrick,Harbeson,60,SSDM,3,1,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Charlie,Bertrand,41,M,10,18,18,18,0,18,0,43,0.4186046511627907,30,0.6976744186046512,1,0,0,3,15,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4,6,0,0,,0
Ryan,Lee,45,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
John,Sexton,46,LSM,7,1,0,0,0,0,1,3,0,2,0.6666666666666666,3,0,2,9,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryder,Garnsey,50,A,10,25,19,19,0,19,6,47,0.40425531914893614,33,0.7021276595744681,1,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2.5,1,2,0,0,,0
Garrett,Epple,52,D,10,0,0,0,0,0,0,1,0,0,0,1,0,0,19,3,19,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,0,0,0,,0
Jack,Kelly,94,G,7,0,0,0,0,0,0,1,0,1,1,1,0,1,13,7,5,0,0,0,0,71,0.461038961038961,87,13.408969281815262,4,0.616504334796104,18686,0,0,0,0,0,0,,1
Justin,Guterding,22,M,7,16,6,6,0,6,10,25,0.24,17,0.68,0,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,,0
Chris,Cloutier,2,A,6,14,9,9,0,9,5,26,0.34615384615384615,22,0.8461538461538461,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Max,Adler,6,FO,4,1,0,0,0,0,1,1,0,0,0,0,0,0,20,6,0,92,39,52,0.42391304347826086,0,0,0,0,0,0,0,2,1,0,0,0,0,,0
Ian,MacKay,55,SSDM,5,0,0,0,0,0,0,4,0,3,0.75,4,0,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Eli,Salama,3,LSM,10,7,4,3,1,5,2,11,0.36363636363636365,8,0.7272727272727273,5,0.2,4,20,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,,0
Jackson,Morrill,4,M,10,8,5,5,0,5,3,13,0.38461538461538464,10,0.7692307692307693,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,2,0,0,,0
Michael,Manley,5,D,10,3,1,1,0,1,2,6,0.16666666666666666,5,0.8333333333333334,3,0,2,20,2,13,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,,0
John,Ranagan,31,M,3,1,1,1,0,1,0,4,0.25,3,0.75,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ben,Randall,44,D,10,3,2,2,0,2,1,5,0.4,5,1,1,0,1,17,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bryce,Young,41,D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,,0
Matt,Rambo,9,A,10,32,21,21,0,21,11,76,0.27631578947368424,46,0.6052631578947368,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,,0
Charlie,Hayes,23,SSDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Michael,Ehrhardt,28,LSM,9,8,3,0,3,6,2,17,0.17647058823529413,9,0.5294117647058824,15,0.2,9,33,8,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Brian,Phipps,30,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jay,Carlson,32,A,7,14,10,10,0,10,4,28,0.35714285714285715,20,0.7142857142857143,0,0,0,9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,0
Matthew,Dunn,33,D,10,0,0,0,0,0,0,1,0,1,1,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Connor,Kirst,34,SSDM,10,9,7,6,1,8,1,23,0.30434782608695654,16,0.6956521739130435,5,0.2,5,16,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
Joseph,Nardella,91,FO,10,6,3,3,0,3,3,8,0.375,5,0.625,0,0,0,81,12,0,229,150,78,0.6550218340611353,0,0,0,0,0,0,0,2,1.5,0,0,0,0,,0
Craig,Chick,21,LSM,10,2,1,1,0,1,1,4,0.25,3,0.75,0,0,0,38,4,10,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0
Reece,Eddy,9,LSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Wes,Berg,14,A,4,6,3,3,0,3,3,10,0.3,7,0.7,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mark,Glicini,16,SSDM,8,1,1,1,0,1,0,1,1,1,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ryan,Smith,43,M,8,13,8,8,0,8,5,15,0.5333333333333333,12,0.8,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,0
Matt,Rees,44,D,5,0,0,0,0,0,0,4,0,2,0.5,3,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0
Kyle,Jackson,47,M,9,11,7,7,0,7,4,19,0.3684210526315789,12,0.631578947368421,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0
Jake,Froccaro,10,M,5,8,1,0,1,2,6,20,0.05,11,0.55,8,0.125,3,8,3,1,3,0,3,0,0,0,0,0,0,0,0,1,0.5,0,3,0,0,,0
Tanner,Cook,77,M,5,3,2,2,0,2,1,7,0.2857142857142857,6,0.8571428571428571,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Jarrod,Neumann,88,D,10,1,0,0,0,0,1,6,0,2,0.3333333333333333,6,0,2,14,5,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0
Dhane,Smith,92,M,7,23,6,6,0,6,17,29,0.20689655172413793,17,0.5862068965517241,0,0,0,4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,,0
Will,Haus,6,SSDM,10,4,2,2,0,2,2,8,0.25,6,0.75,1,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,,0
