season,first_name,last_name,jersey,position,games_played,points,total_goals,1pt_goals,2pt_goals,scoring_points,assists,shots,shot_pct,shots_on_goal,sog_pct,2pt_shots,2pt_shot_pct,2pt_shots_on_goal,groundballs,turnovers,caused_turnovers,faceoffs,faceoff_wins,faceoff_losses,faceoff_pct,saves,save_pct,scores_against,scores_against_average,2pt_goals_against,2pt_gaa,time_on_field,total_penalties,penalty_minutes,power_play_goals,power_play_shots,short_handed_goals,short_handed_shots,short_handed_goals_against,power_play_goals_against
2023,Matt,DeLuca,1.0,G,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,3,0,3,0,0,0,0.0,32,0.542372881355932,27,10.062111801242237,0,0.0,7728,0,0.0,0,0,0,0,,2
2023,Alexander,Smith,39.0,SSDM,3,1,0,0,0,0,1,1,0.0,1,1.0,0,0.0,0,2,0,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
2023,Chris,Gray,4.0,A,3,10,6,5,1,7,3,25,0.24,15,0.6,2,0.5,1,2,4,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,,0
2023,Arden,Cohen,40.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,4,2,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Matt,Moore,11.0,M,3,5,3,3,0,3,2,19,0.1578947368421052,14,0.7368421052631579,3,0.0,3,4,2,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,,0
2023,Koby,Smith,0.0,LSM,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Bubba,Fairman,2.0,SSDM,3,1,0,0,0,0,1,1,0.0,1,1.0,0,0.0,0,5,0,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
2023,Brett,Dobson,45.0,G,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,4,1,1,0,0,0,0.0,46,0.58974358974359,34,11.376786336702684,2,0.669222725688392,8607,1,1.0,0,0,0,0,,3
2023,Brendan,Curry,16.0,M,3,4,4,4,0,4,0,7,0.5714285714285714,4,0.5714285714285714,0,0.0,0,2,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Wheaton,Jackoboice,15.0,M,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Dillon,Ward,37.0,G,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,7,0.5,8,21.55285313376988,1,2.69410664172123,1069,0,0.0,0,0,0,0,,0
2023,Connor,Kelly,40.0,M,3,14,9,5,4,13,1,23,0.391304347826087,13,0.5652173913043478,11,0.3636363636363636,6,2,4,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,2,0,0,,0
2023,Zed,Williams,36.0,A,2,5,4,4,0,4,1,14,0.2857142857142857,9,0.6428571428571429,0,0.0,0,1,5,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,,0
2023,Colin,Squires,39.0,LSM,3,3,1,0,1,2,1,2,0.5,1,0.5,2,0.5,1,2,0,2,8,2,6,0.25,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Colin,Kirst,5.0,G,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,2,0,0,0,0,0.0,16,0.5,16,13.102075632641457,0,0.0,3517,0,0.0,0,0,0,0,,1
2023,Owen,McElroy,24.0,G,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,24,0,0.0,0,0,0,0,,0
2023,Jackson,Reid,29.0,A,2,0,0,0,0,0,0,4,0.0,4,1.0,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jon,Robbins,41.0,LSM,3,1,1,1,0,1,0,2,0.5,1,0.5,0,0.0,0,4,0,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Ryan,Aughavin,42.0,M,1,0,0,0,0,0,0,3,0.0,1,0.3333333333333333,0,0.0,0,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Colin,Hinton,2.0,D,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Kevin,Lindley,33.0,A,1,0,0,0,0,0,0,2,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,,0
2023,John,Geppert,7.0,LSM,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Ryan,Lee,45.0,A,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,John,Sexton,46.0,LSM,3,2,1,1,0,1,1,3,0.3333333333333333,1,0.3333333333333333,1,0.0,0,7,1,0,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Ryder,Garnsey,50.0,A,3,16,14,14,0,14,2,23,0.6086956521739131,16,0.6956521739130435,0,0.0,0,3,3,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Garrett,Epple,52.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,6,2,6,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jack,Kelly,94.0,G,3,0,0,0,0,0,0,1,0.0,0,0.0,1,0.0,0,4,1,2,0,0,0,0.0,41,0.532467532467532,39,12.999999999999998,3,1.0,8640,0,0.0,0,0,0,0,,1
2023,Tim,Troutner,0.0,G,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Kieran,McArdle,6.0,A,3,7,4,4,0,4,3,20,0.2,12,0.6,1,0.0,1,5,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,2,0,0,,0
2023,Justin,Guterding,14.0,M,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Kyle,Borda,2.0,M,2,0,0,0,0,0,0,3,0.0,3,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jeff,Conner,4.0,M,1,2,1,1,0,1,1,1,1.0,1,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jack,Traynor,5.0,A,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Grayson,Sallade,32.0,SSDM,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Ben,Randall,44.0,D,3,0,0,0,0,0,0,1,0.0,1,1.0,1,0.0,1,9,0,3,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Christian,Scarpello,50.0,SSDM,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2023,Ethan,Walker,57.0,A,3,5,3,3,0,3,2,9,0.3333333333333333,7,0.7777777777777778,0,0.0,0,5,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jason,Rose,9.0,G,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Patrick,Shoemay,,D,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Challen,Rogers,23.0,M,1,1,1,1,0,1,0,2,0.5,1,0.5,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Matt,Rambo,9.0,A,3,14,8,8,0,8,6,10,0.8,9,0.9,0,0.0,0,7,5,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Will,Perry,23.0,M,3,3,3,3,0,3,0,12,0.25,7,0.5833333333333334,0,0.0,0,3,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,0,,0
2023,Tim,Muller,14.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,5,1,4,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Clarke,Petterson,45.0,A,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Marc,O'Rourke,60.0,A,3,2,1,1,0,1,1,7,0.1428571428571428,5,0.7142857142857143,2,0.0,2,1,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Connor,DeSimone,3.0,A,2,1,1,1,0,1,0,7,0.1428571428571428,5,0.7142857142857143,0,0.0,0,1,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Mike,Adler,1.0,G,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Bradley,Voigt,8.0,A,1,1,1,1,0,1,0,2,0.5,2,1.0,0,0.0,0,2,4,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Anthony,DeMaio,77.0,M,2,0,0,0,0,0,0,7,0.0,4,0.5714285714285714,1,0.0,1,1,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Zac,Tucci,8.0,FO,1,0,0,0,0,0,0,1,0.0,1,1.0,0,0.0,0,3,1,1,14,4,10,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Bailey,Savio,24.0,FO,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Brendan,Krebs,0.0,G,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Chris,Merle,23.0,SSDM,2,0,0,0,0,0,0,1,0.0,1,1.0,0,0.0,0,4,3,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jakob,Phaup,37.0,FO,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Ryan,Kennedy,35.0,D,2,0,0,0,0,0,0,1,0.0,1,1.0,1,0.0,1,4,2,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Matt,Rahill,9.0,D,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Kyle,Hartzell,81.0,LSM,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,2,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Michael,Sowers,22.0,A,3,8,4,4,0,4,4,26,0.1538461538461538,17,0.6538461538461539,2,0.0,0,1,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,1,4,0,0,,0
2023,Brett,Kennedy,11.0,D,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Asher,Nolting,32.0,A,3,13,5,5,0,5,8,21,0.238095238095238,14,0.6666666666666666,0,0.0,0,5,7,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,1,2,0,0,,0
2023,Matt,Whitcher,33.0,SSDM,3,2,2,2,0,2,0,5,0.4,3,0.6,0,0.0,0,4,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Tyler,Warner,5.0,SSDM,3,1,1,1,0,1,0,1,1.0,1,1.0,0,0.0,0,6,2,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Matt,Kavanagh,50.0,A,3,5,4,4,0,4,1,18,0.2222222222222222,10,0.5555555555555556,0,0.0,0,9,5,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,1,1,0,0,,0
2023,Eddy,Glazener,30.0,D,3,0,0,0,0,0,0,2,0.0,1,0.5,2,0.0,1,4,2,3,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2023,Chet,Comizio,57.0,SSDM,1,0,0,0,0,0,0,1,0.0,1,1.0,0,0.0,0,2,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Finn,Sullivan,36.0,D,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,3,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Eli,Gobrecht,25.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,8,2,4,20,2,18,0.1,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2023,Jack,Rowlett,99.0,D,3,0,0,0,0,0,0,3,0.0,1,0.3333333333333333,3,0.0,1,6,1,1,4,2,2,0.5,0,0.0,0,0.0,0,0.0,0,3,2.5,0,0,0,0,,0
2023,Peyton,Smith,3.0,FO,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Nakeie,Montgomery,1.0,M,3,3,0,0,0,0,3,10,0.0,5,0.5,3,0.0,2,11,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Isaiah,Davis-Allen,26.0,SSDM,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,6,1,1,4,1,3,0.25,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2023,Nick,Grill,8.0,LSM,3,1,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,3,0,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
2023,Chris,Aslanian,3.0,M,3,5,4,3,1,5,0,13,0.3076923076923077,9,0.6923076923076923,4,0.25,3,1,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,0,1,,0
2023,Bryce,Young,41.0,D,3,1,1,1,0,1,0,2,0.5,1,0.5,1,0.0,0,4,3,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jake,Bernhardt,83.0,SSDM,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jesse,King,19.0,M,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,JT,Giles-Harris,1.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Charlie,Kitchen,11.0,A,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Pat,Aslanian,9.0,SSDM,3,0,0,0,0,0,0,2,0.0,1,0.5,0,0.0,0,2,2,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jonathan,Donville,33.0,M,3,4,2,2,0,2,2,8,0.25,5,0.625,0,0.0,0,3,3,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,2,0,0,,0
2023,Justin,Inacio,30.0,FO,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Keegan,Khan,76.0,M,2,2,1,1,0,1,1,3,0.3333333333333333,2,0.6666666666666666,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,0,0,,0
2023,Max,Wayne,66.0,D,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,4,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2023,Zach,Geddes,13.0,SSDM,3,1,0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,7,2,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
2023,Jake,Higgins,41.0,SSDM,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,2,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Payton,Rezanka,,SSDM,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Zach,Currier,77.0,M,3,7,4,4,0,4,3,8,0.5,6,0.75,1,0.0,0,12,2,4,6,2,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Eli,McLaughlin,51.0,M,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Alex,Simmons,19.0,A,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Mike,Chanenchuk,1.0,M,3,8,3,3,0,3,5,14,0.2142857142857142,8,0.5714285714285714,4,0.0,1,1,2,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,5,0,0,,0
2023,Thomas,McConvey,12.0,M,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Zach,Cole,10.0,FO,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jack,Hannah,3.0,M,1,0,0,0,0,0,0,5,0.0,4,0.8,0,0.0,0,1,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Sean,Lulley,23.0,M,1,0,0,0,0,0,0,5,0.0,4,0.8,0,0.0,0,2,1,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Mike,Sisselberger,99.0,FO,3,3,2,2,0,2,1,4,0.5,4,1.0,0,0.0,0,28,3,0,78,51,27,0.6538461538461539,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Connor,Maher,31.0,SSDM,3,3,2,2,0,2,1,2,1.0,2,1.0,0,0.0,0,5,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Piper,Bond,54.0,SSDM,3,1,0,0,0,0,1,4,0.0,1,0.25,2,0.0,1,3,2,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Cam,Wyers,20.0,D,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Gavin,Adler,88.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,4,0,6,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Brett,Makar,43.0,D,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,14,2,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.5,0,0,0,0,,0
2023,Xander,Dickson,10.0,A,3,9,5,5,0,5,4,9,0.5555555555555556,6,0.6666666666666666,0,0.0,0,5,7,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
2023,Ethan,Rall,35.0,LSM,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,10,1,3,2,0,2,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jarrod,Neumann,88.0,D,3,2,1,0,1,2,0,3,0.3333333333333333,1,0.3333333333333333,3,0.3333333333333333,1,7,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,1.0,0,0,0,0,,0
2023,Dhane,Smith,92.0,M,1,3,1,1,0,1,2,2,0.5,2,1.0,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Chase,Fraser,95.0,A,1,3,3,3,0,3,0,6,0.5,6,1.0,0,0.0,0,4,1,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Eli,Salama,3.0,LSM,3,1,0,0,0,0,1,2,0.0,1,0.5,2,0.0,1,6,1,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,,0
2023,Jackson,Morrill,4.0,M,3,12,7,7,0,7,5,15,0.4666666666666667,13,0.8666666666666667,0,0.0,0,3,2,1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1,0,0,,0
2023,Michael,Manley,5.0,D,3,1,1,1,0,1,0,4,0.25,3,0.75,2,0.0,1,7,3,2,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,1.0,0,0,0,0,,0
